Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Equiv_Grade,College,Degree_Program
S04716,18,Female,38,Reading/Writing,18,Yes,93,83,80,Yes,Low,16,9,4.27,Business and Finance,Accountancy
S04717,24,Female,36,Reading/Writing,0,Yes,66,63,87,Yes,Medium,27,7,3.435,Health Sciences,Nursing
S04718,25,Female,41,Auditory,13,Yes,66,68,83,Yes,Medium,23,4,3.52,Business and Finance,Business Administration
S04719,29,Male,12,Visual,17,Yes,56,49,99,Yes,Medium,0,5,3.055,Business and Finance,Business Administration
S04720,25,Male,11,Reading/Writing,12,Yes,95,88,71,Yes,Medium,21,10,4.335,Health Sciences,Pharmacy
S04721,28,Female,7,Visual,4,No,83,94,65,Yes,Low,20,4,4.245,Health Sciences,Medical Technology
,27,,30,Auditory,8,No,96,45,,No,Medium,,10,2.565,Business and Finance,Economics
S04723,20,Female,12,Reading/Writing,8,No,89,64,68,Yes,Medium,0,4,3.615,Engineering,Mechanical
S04724,20,Female,29,Auditory,16,Yes,93,73,52,No,Medium,23,4,3.74,Business and Finance,Business Administration
S04725,21,Female,20,Auditory,19,No,98,50,63,No,High,13,4,3.35,Engineering,Electrical
S04726,25,Male,10,Reading/Writing,1,No,50,100,98,Yes,Medium,24,7,4.23,Engineering,Mechanical
S04727,29,Female,34,Kinesthetic,1,Yes,58,83,57,No,High,10,4,3.515,Business and Finance,Entrepreneurship
S04728,25,Male,47,Visual,15,Yes,76,46,85,Yes,Low,18,5,3.14,Business and Finance,Business Administration
S04729,19,Male,11,Visual,3,Yes,73,57,79,Yes,Medium,23,7,3.31,Health Sciences,Pharmacy
S04730,27,Male,29,Reading/Writing,10,Yes,63,52,64,Yes,High,22,8,2.885,Business and Finance,Entrepreneurship
S04731,21,Female,42,Kinesthetic,20,Yes,98,58,97,No,Low,22,8,3.89,Engineering,Mechanical
S04732,,Male,,Kinesthetic,,Yes,,66,93,,,,,2.58,Health Sciences,Public Health
S04733,27,Female,10,Visual,1,Yes,52,50,81,Yes,High,25,7,2.84,Business and Finance,Business Administration
S04734,28,Female,44,Reading/Writing,10,Yes,85,97,79,No,Medium,10,7,4.49,Health Sciences,Medical Technology
S04735,22,Female,26,Auditory,20,Yes,88,61,77,Yes,Low,27,5,3.615,Engineering,Electrical
S04736,27,Male,46,Reading/Writing,8,No,63,56,99,Yes,High,15,9,3.335,Business and Finance,Economics
S04737,19,Male,36,Visual,1,No,85,66,53,Yes,Low,21,6,3.455,Engineering,Mechanical
S04738,23,Male,29,Visual,3,Yes,56,76,71,Yes,Medium,16,4,3.45,Business and Finance,Economics
S04739,26,Female,26,Kinesthetic,0,Yes,91,82,67,No,High,24,7,4.085,Business and Finance,Accountancy
S04740,22,Male,42,Visual,18,No,88,61,62,Yes,Medium,29,6,3.465,Health Sciences,Pharmacy
S04741,20,Male,5,Visual,16,Yes,57,83,94,Yes,Low,2,4,3.87,Business and Finance,Business Administration
S04742,23,Male,14,Auditory,11,Yes,88,71,99,Yes,Medium,19,7,4.085,Engineering,Electronic
,20,,39,Visual,,Yes,,,56,,,,,0.56,Engineering,Electronic
S04744,21,Male,6,Visual,16,No,86,45,52,Yes,Medium,28,6,2.935,Engineering,Mechanical
S04745,25,Male,48,Visual,17,No,75,54,86,No,Low,23,7,3.335,Health Sciences,Public Health
S04746,21,Male,31,Visual,18,No,85,94,66,No,Low,9,6,4.285,Business and Finance,Entrepreneurship
S04747,18,Male,12,Auditory,10,No,77,77,54,Yes,Medium,16,5,3.62,Business and Finance,Entrepreneurship
,,,,,,,,,80,,,,,0.8,Engineering,Electronic
S04749,23,Male,38,Auditory,12,Yes,71,56,74,No,Low,9,9,3.205,Engineering,Computer
S04750,29,Female,43,Visual,19,No,57,48,94,Yes,Medium,16,4,2.995,Health Sciences,Medical Technology
S04751,26,Female,10,Auditory,9,No,69,80,59,Yes,Medium,15,6,3.625,Business and Finance,Economics
,29,Female,7,Kinesthetic,16,Yes,,76,96,,Medium,,,2.86,Health Sciences,Medical Technology
S04753,24,Male,13,Auditory,2,Yes,70,43,81,Yes,Low,8,9,2.935,Engineering,Mechanical
S04754,27,Female,9,Kinesthetic,2,No,50,99,88,Yes,Medium,23,9,4.105,Business and Finance,Business Administration
S04755,23,Female,14,Auditory,13,Yes,89,47,54,Yes,Medium,16,4,3.05,Engineering,Mechanical
S04756,26,Male,33,Visual,3,Yes,74,73,84,Yes,Low,21,5,3.775,Health Sciences,Nursing
S04757,21,Female,6,Visual,11,No,66,75,72,Yes,Medium,12,5,3.585,Health Sciences,Nursing
S04758,21,Male,37,Reading/Writing,12,Yes,97,53,93,Yes,Medium,5,7,3.71,Business and Finance,Business Administration
S04759,25,Female,35,Auditory,0,No,55,48,55,Yes,Medium,1,6,2.575,Engineering,Electronic
S04760,21,Male,5,Reading/Writing,4,No,59,48,94,Yes,Low,3,8,3.025,Health Sciences,Nursing
S04761,20,Female,10,Auditory,10,Yes,58,48,51,Yes,Medium,18,8,2.58,Health Sciences,Pharmacy
S04762,18,Female,35,Auditory,4,Yes,73,54,85,No,Medium,4,4,3.295,Health Sciences,Nursing
S04763,20,Male,18,Visual,4,Yes,88,46,61,Yes,Low,5,5,3.08,Engineering,Electronic
S04764,19,Female,37,Auditory,15,No,76,87,63,Yes,Medium,23,8,3.945,Health Sciences,Public Health
S04765,22,Female,43,Auditory,5,Yes,100,88,79,No,Low,22,4,4.49,Health Sciences,Nursing
S04766,18,Male,19,Reading/Writing,14,Yes,92,67,53,Yes,Medium,26,7,3.585,Business and Finance,Entrepreneurship
S04767,27,Male,24,Visual,5,No,97,52,92,No,High,25,8,3.675,Engineering,Electrical
S04768,27,Female,35,Visual,16,No,89,77,54,No,Low,4,7,3.8,Business and Finance,Economics
S04769,29,Male,7,Reading/Writing,7,No,84,40,80,Yes,Low,21,10,3.06,Engineering,Electronic
S04770,23,Male,6,Auditory,12,No,60,63,52,No,Low,29,9,2.995,Business and Finance,Business Administration
S04771,19,Male,19,Kinesthetic,8,Yes,87,56,78,Yes,High,0,4,3.485,Engineering,Electronic
S04772,19,Male,32,Auditory,0,No,62,59,96,Yes,Medium,6,9,3.365,Business and Finance,Business Administration
S04773,24,Female,39,Visual,10,Yes,90,70,63,Yes,Medium,12,6,3.73,Engineering,Electronic
S04774,,Female,13,Auditory,2,Yes,75,47,93,Yes,Medium,1,7,3.23,Engineering,Computer
S04775,28,Female,37,Visual,11,Yes,76,86,51,No,Low,15,9,3.8,Business and Finance,Economics
S04776,18,Female,9,Auditory,7,No,79,67,62,Yes,Medium,11,6,3.48,Business and Finance,Economics
S04777,24,Female,7,Auditory,11,No,75,42,81,Yes,High,14,10,2.985,Health Sciences,Public Health
S04778,22,Female,34,Kinesthetic,13,No,76,86,93,Yes,High,20,4,4.22,Business and Finance,Business Administration
S04779,22,Female,12,Reading/Writing,5,No,77,99,93,No,Low,28,5,4.56,Business and Finance,Entrepreneurship
S04780,28,Male,28,Reading/Writing,17,No,85,98,56,No,Low,1,8,4.285,Business and Finance,Accountancy
S04781,21,Male,9,Visual,6,No,85,98,95,Yes,Medium,8,6,4.675,Business and Finance,Economics
S04782,21,Male,12,Auditory,18,No,76,94,98,Yes,Low,21,9,4.47,Engineering,Mechanical
S04783,18,Male,30,Auditory,2,No,75,87,67,Yes,Low,7,9,3.97,Business and Finance,Business Administration
S04784,25,Male,19,Visual,0,Yes,95,66,89,No,Low,4,8,3.965,Engineering,Electronic
S04785,29,Male,40,Kinesthetic,2,Yes,72,44,55,Yes,Medium,10,6,2.73,Health Sciences,Public Health
S04786,21,Female,39,Auditory,9,Yes,92,45,81,Yes,Low,23,7,3.315,Health Sciences,Public Health
S04787,18,Male,9,Auditory,18,No,92,50,55,Yes,Low,27,5,3.18,Business and Finance,Entrepreneurship
S04788,20,Male,17,Kinesthetic,17,Yes,80,92,51,Yes,Medium,17,4,4.01,Engineering,Electrical
S04789,26,Female,42,Visual,5,No,75,52,62,Yes,Low,11,7,3.045,Health Sciences,Nursing
S04790,22,Female,8,Reading/Writing,3,No,95,99,96,No,Low,29,5,4.86,Business and Finance,Entrepreneurship
S04791,23,Female,48,Auditory,15,Yes,83,79,93,Yes,Medium,1,8,4.15,Engineering,Electronic
S04792,26,Male,17,Auditory,9,No,81,79,54,Yes,Medium,18,4,3.73,Health Sciences,Nursing
S04793,26,Female,19,Kinesthetic,11,Yes,77,72,94,Yes,High,21,5,3.895,Business and Finance,Accountancy
S04794,24,Male,49,Auditory,16,Yes,69,44,56,Yes,Low,13,6,2.695,Business and Finance,Economics
S04795,28,Male,11,Visual,1,Yes,77,88,67,Yes,Low,19,8,4.025,Health Sciences,Nursing
S04796,22,Male,16,Reading/Writing,2,Yes,57,52,90,Yes,Medium,18,4,3.055,Business and Finance,Accountancy
S04797,22,Female,21,Auditory,16,Yes,64,88,80,Yes,High,3,6,3.96,Engineering,Mechanical
S04798,23,Male,8,Auditory,19,Yes,68,69,86,Yes,Medium,16,9,3.605,Health Sciences,Medical Technology
S04799,22,Female,14,Reading/Writing,4,Yes,53,66,94,Yes,Low,19,4,3.385,Health Sciences,Pharmacy
S04800,25,Male,46,Visual,12,Yes,85,51,93,No,Medium,20,9,3.48,Business and Finance,Economics
S04801,23,Male,27,Reading/Writing,16,No,77,87,69,No,High,11,10,4.02,Health Sciences,Nursing
S04802,25,Female,44,Auditory,10,Yes,60,76,96,Yes,Medium,3,4,3.76,Engineering,Computer
S04803,24,Female,31,Kinesthetic,10,Yes,67,89,96,No,Medium,12,7,4.19,Health Sciences,Public Health
S04804,20,Female,44,Auditory,2,Yes,54,96,86,Yes,Medium,1,7,4.07,Engineering,Mechanical
S04805,29,Male,30,Visual,12,Yes,94,77,64,Yes,Low,30,4,3.975,Business and Finance,Accountancy
S04806,24,Female,12,Reading/Writing,9,Yes,72,96,59,Yes,Medium,29,5,4.07,Business and Finance,Business Administration
S04807,24,Female,28,Visual,11,No,74,46,89,Yes,Medium,6,7,3.15,Engineering,Computer
S04808,27,Female,34,Visual,20,Yes,83,68,97,Yes,Low,6,6,3.915,Business and Finance,Economics
S04809,22,Female,30,Kinesthetic,8,Yes,61,40,76,Yes,Low,5,9,2.675,Engineering,Computer
S04810,21,Other,20,Kinesthetic,9,Yes,51,57,78,No,Medium,0,8,2.97,Business and Finance,Business Administration
S04811,24,Female,33,Auditory,8,No,57,54,87,Yes,Medium,10,5,3.075,Engineering,Electronic
S04812,23,Male,27,Kinesthetic,14,No,68,89,50,No,Medium,16,6,3.745,Health Sciences,Public Health
S04813,19,Female,48,Kinesthetic,18,No,69,59,51,Yes,Low,26,7,3.02,Engineering,Mechanical
S04814,19,Male,,,12,Yes,87,,96,Yes,High,13,9,2.265,Engineering,Mechanical
S04815,28,Female,45,Auditory,5,No,94,69,75,Yes,High,15,7,3.885,Engineering,Electronic
S04816,26,Female,37,Kinesthetic,1,Yes,72,70,54,No,Low,23,9,3.37,Engineering,Electrical
S04817,21,Female,15,Kinesthetic,4,Yes,97,89,68,No,Medium,17,7,4.36,Engineering,Mechanical
S04818,28,Male,18,Auditory,9,Yes,98,84,57,Yes,High,3,5,4.14,Engineering,Electrical
S04819,29,Male,46,Auditory,2,Yes,67,74,71,Yes,Low,18,5,3.565,Business and Finance,Economics
S04820,,,,,19,,92,,,,,,,1.38,Business and Finance,Economics
S04821,25,Male,26,Kinesthetic,17,No,78,96,83,No,Low,24,8,4.4,Health Sciences,Medical Technology
S04822,25,Male,20,Kinesthetic,1,Yes,69,69,52,Yes,Medium,11,9,3.28,Engineering,Mechanical
S04823,24,Male,49,,11,No,83,69,85,,Medium,1,4,3.82,Business and Finance,Accountancy
S04824,25,Male,26,Kinesthetic,4,Yes,88,74,89,Yes,Medium,30,8,4.06,Engineering,Electrical
S04825,19,Male,15,Auditory,8,Yes,69,41,97,Yes,Medium,4,8,3.03,Engineering,Electrical
S04826,26,Female,20,Kinesthetic,1,Yes,71,55,95,Yes,High,14,6,3.39,Health Sciences,Medical Technology
S04827,25,Male,16,Auditory,19,No,72,74,85,No,Medium,0,7,3.78,Engineering,Electrical
S04828,20,Male,22,Reading/Writing,16,Yes,87,94,94,No,Low,2,9,4.595,Health Sciences,Pharmacy
S04829,18,Male,9,Kinesthetic,5,Yes,90,64,73,Yes,Medium,18,7,3.68,Business and Finance,Economics
S04830,27,Male,47,Auditory,1,No,61,49,62,Yes,Low,28,10,2.76,Business and Finance,Entrepreneurship
S04831,27,Female,48,Reading/Writing,14,No,97,83,51,Yes,High,28,8,4.04,Business and Finance,Economics
S04832,22,Male,37,Visual,7,No,59,63,55,Yes,Medium,3,5,3.01,Engineering,Electrical
S04833,25,Female,22,Reading/Writing,8,Yes,54,58,52,Yes,Low,23,9,2.78,Health Sciences,Nursing
S04834,28,Female,6,Kinesthetic,20,Yes,57,80,91,No,Medium,12,6,3.765,Engineering,Electrical
S04835,28,Female,8,Auditory,12,Yes,60,43,72,Yes,Medium,26,8,2.695,Engineering,Mechanical
S04836,22,Female,22,Kinesthetic,8,Yes,73,97,71,Yes,Medium,6,7,4.23,Business and Finance,Business Administration
S04837,24,Female,13,Kinesthetic,7,Yes,95,100,96,Yes,High,7,8,4.885,Engineering,Mechanical
S04838,20,Female,42,Visual,8,Yes,100,95,51,Yes,Medium,1,9,4.385,Engineering,Mechanical
S04839,24,Male,46,Reading/Writing,10,Yes,78,40,78,Yes,Medium,5,6,2.95,Health Sciences,Medical Technology
S04840,29,Female,44,Kinesthetic,9,Yes,74,57,96,No,Medium,18,6,3.495,Health Sciences,Medical Technology
S04841,24,Male,26,Auditory,7,Yes,87,70,59,Yes,Medium,24,8,3.645,Business and Finance,Accountancy
S04842,25,Female,48,Reading/Writing,5,Yes,73,77,100,Yes,Medium,30,9,4.02,Engineering,Electronic
S04843,27,Female,28,Visual,12,Yes,93,52,81,No,Medium,10,6,3.505,Health Sciences,Nursing
S04844,21,Male,18,Reading/Writing,6,No,67,86,65,Yes,Medium,28,6,3.805,Business and Finance,Accountancy
S04845,22,Male,19,Visual,18,Yes,50,87,60,No,High,17,8,3.525,Engineering,Mechanical
S04846,25,Male,19,Visual,12,No,61,50,98,Yes,Low,2,7,3.145,Health Sciences,Nursing
S04847,23,Female,30,Reading/Writing,18,Yes,81,50,90,No,Medium,0,7,3.365,Engineering,Electrical
S04848,29,Female,18,Visual,18,No,72,73,97,Yes,Medium,16,6,3.875,Business and Finance,Accountancy
S04849,29,Male,46,Auditory,8,Yes,81,45,99,Yes,Medium,12,10,3.33,Business and Finance,Business Administration
S04850,21,Female,28,Reading/Writing,5,No,84,95,64,Yes,Medium,22,10,4.275,Business and Finance,Entrepreneurship
S04851,28,Male,35,Reading/Writing,1,Yes,86,58,100,No,Low,1,9,3.74,Engineering,Computer
,29,Female,,,14,Yes,,,86,Yes,,21,10,0.86,Health Sciences,Nursing
S04853,18,Male,42,Kinesthetic,1,Yes,50,68,81,Yes,Low,4,8,3.26,Engineering,Mechanical
S04854,26,Female,27,Auditory,2,No,92,60,91,Yes,High,18,4,3.79,Engineering,Computer
S04855,19,Female,45,Auditory,8,Yes,99,56,64,Yes,Low,30,9,3.525,Engineering,Mechanical
S04856,19,Female,19,Reading/Writing,8,Yes,59,40,64,No,Low,14,10,2.525,Engineering,Electronic
S04857,20,Male,28,Kinesthetic,18,Yes,84,99,93,Yes,Medium,18,8,4.665,Engineering,Computer
S04858,23,Male,8,Kinesthetic,13,No,77,86,77,Yes,Medium,20,6,4.075,Engineering,Computer
S04859,20,Male,25,Visual,5,No,52,79,80,No,Medium,3,8,3.555,Business and Finance,Business Administration
S04860,21,Male,23,Auditory,10,Yes,85,97,85,Yes,Low,28,9,4.55,Health Sciences,Public Health
S04861,20,Male,14,Kinesthetic,9,Yes,94,77,83,Yes,High,26,5,4.165,Engineering,Electronic
S04862,29,Female,10,Kinesthetic,20,No,93,61,81,No,Low,8,10,3.73,Business and Finance,Accountancy
S04863,24,Male,12,Auditory,3,Yes,81,71,78,Yes,Low,26,7,3.77,Health Sciences,Medical Technology
S04864,28,Female,10,Visual,17,No,94,95,63,Yes,Low,8,5,4.415,Business and Finance,Business Administration
S04865,25,Male,9,Visual,5,No,65,56,73,No,High,22,10,3.105,Business and Finance,Business Administration
S04866,28,Male,45,Auditory,20,Yes,89,64,61,No,Medium,5,5,3.545,Health Sciences,Public Health
S04867,20,Male,31,Reading/Writing,5,Yes,82,85,51,Yes,Medium,29,7,3.865,Health Sciences,Public Health
S04868,21,Female,37,Visual,20,No,96,60,98,Yes,Medium,13,7,3.92,Health Sciences,Nursing
S04869,21,Female,41,Auditory,17,Yes,58,78,72,Yes,Medium,28,5,3.54,Engineering,Electrical
S04870,29,Male,21,Kinesthetic,19,No,73,53,92,Yes,High,14,7,3.34,Engineering,Electrical
S04871,25,Male,37,Reading/Writing,7,Yes,65,69,84,No,Low,28,4,3.54,Business and Finance,Economics
S04872,27,Male,17,Auditory,5,No,50,93,79,Yes,Medium,26,8,3.865,Health Sciences,Medical Technology
S04873,22,Female,21,Auditory,3,Yes,53,48,75,Yes,Medium,27,6,2.745,Business and Finance,Entrepreneurship
S04874,27,Female,27,Kinesthetic,16,Yes,74,85,90,No,High,30,6,4.135,Health Sciences,Medical Technology
S04875,23,Female,42,Kinesthetic,18,Yes,92,41,67,Yes,High,6,8,3.075,Business and Finance,Business Administration
S04876,29,Male,44,Auditory,0,No,100,84,55,Yes,Low,9,8,4.15,Engineering,Electronic
S04877,21,Male,34,Reading/Writing,12,Yes,96,69,74,Yes,Medium,0,6,3.905,Engineering,Computer
S04878,18,Male,23,Auditory,1,Yes,69,66,50,Yes,Medium,3,7,3.185,Business and Finance,Business Administration
S04879,27,Female,20,Visual,14,Yes,61,97,99,No,High,16,10,4.33,Business and Finance,Entrepreneurship
S04880,18,Female,26,Kinesthetic,14,Yes,65,48,78,Yes,Low,2,5,2.955,Engineering,Electronic
S04881,20,Male,21,Visual,6,Yes,89,84,53,No,Low,0,8,3.965,Business and Finance,Accountancy
S04882,28,Female,22,Visual,13,Yes,83,56,94,No,Medium,29,6,3.585,Business and Finance,Entrepreneurship
S04883,19,Female,8,Auditory,1,No,52,54,88,No,Low,18,5,3.01,Business and Finance,Business Administration
S04884,27,Female,45,Reading/Writing,10,No,50,79,52,Yes,Low,3,8,3.245,Health Sciences,Nursing
S04885,23,Male,42,Visual,14,Yes,70,61,86,Yes,Medium,28,7,3.435,Engineering,Electrical
S04886,25,Male,20,Auditory,15,Yes,85,65,52,No,High,22,7,3.42,Business and Finance,Economics
S04887,23,Other,36,Auditory,13,Yes,87,93,90,No,High,27,5,4.53,Business and Finance,Economics
S04888,25,Male,17,Auditory,15,No,69,70,96,No,Low,11,5,3.745,Engineering,Electronic
S04889,22,Male,6,Reading/Writing,9,Yes,57,43,69,Yes,Medium,22,7,2.62,Health Sciences,Nursing
S04890,23,Male,6,Auditory,16,Yes,53,47,95,Yes,Low,29,7,2.92,Engineering,Mechanical
S04891,22,Male,40,Auditory,5,No,88,80,51,Yes,Medium,22,4,3.83,Business and Finance,Entrepreneurship
S04892,19,Male,21,Kinesthetic,1,No,83,87,100,Yes,Low,13,6,4.42,Health Sciences,Medical Technology
S04893,27,Female,40,Kinesthetic,4,Yes,61,66,63,Yes,Low,24,8,3.195,Health Sciences,Nursing
S04894,23,Female,43,Auditory,14,No,71,88,99,No,Medium,20,10,4.255,Business and Finance,Entrepreneurship
S04895,28,Female,32,Visual,6,No,59,90,73,No,Medium,0,7,3.865,Health Sciences,Medical Technology
S04896,23,Female,34,Auditory,20,Yes,65,95,63,Yes,Medium,1,8,3.98,Health Sciences,Nursing
S04897,19,Other,9,Auditory,17,No,92,98,53,Yes,Medium,27,7,4.36,Business and Finance,Accountancy
S04898,26,Male,23,Auditory,0,Yes,93,91,62,Yes,High,13,7,4.29,Health Sciences,Nursing
S04899,19,Male,22,Auditory,3,Yes,60,50,56,Yes,Medium,8,9,2.71,Engineering,Computer
S04900,22,Male,15,Visual,7,Yes,55,43,90,No,Medium,27,5,2.8,Engineering,Electrical
S04901,25,Female,28,Visual,1,No,57,92,50,Yes,Medium,26,4,3.655,Engineering,Computer
S04902,28,Male,42,Visual,8,No,55,82,73,No,Medium,12,4,3.605,Business and Finance,Entrepreneurship
S04903,19,Other,11,Auditory,18,No,85,73,97,Yes,Low,30,9,4.07,Business and Finance,Business Administration
,23,Male,,Reading/Writing,18,Yes,,,97,Yes,Medium,4,10,0.97,Engineering,Electrical
S04905,24,Male,20,Auditory,9,No,83,100,67,No,Medium,16,8,4.415,Engineering,Computer
S04906,29,Female,6,Visual,1,Yes,93,86,79,No,Medium,28,5,4.335,Health Sciences,Medical Technology
S04907,22,Male,34,Visual,8,Yes,76,67,79,No,High,10,5,3.605,Engineering,Electronic
S04908,22,Male,24,Kinesthetic,11,Yes,76,82,86,Yes,Medium,14,4,4.05,Business and Finance,Entrepreneurship
S04909,19,Female,18,Visual,8,Yes,91,69,87,No,Low,15,,3.96,Business and Finance,Business Administration
S04910,22,Female,30,Visual,6,Yes,68,92,92,Yes,Medium,21,5,4.24,Business and Finance,Economics
S04911,19,Female,24,Visual,4,Yes,100,50,80,Yes,High,25,7,3.55,Business and Finance,Economics
S04912,18,Male,11,Auditory,13,No,62,90,78,Yes,Medium,16,4,3.96,Health Sciences,Medical Technology
S04913,21,Female,35,Kinesthetic,0,Yes,81,45,61,Yes,Medium,21,8,2.95,Business and Finance,Economics
S04914,19,Female,25,Kinesthetic,17,No,88,86,90,Yes,Low,1,8,4.37,Business and Finance,Business Administration
S04915,29,Female,35,Visual,2,No,68,88,50,No,Medium,1,10,3.72,Engineering,Electrical
S04916,27,Female,20,Kinesthetic,7,Yes,54,51,82,No,Medium,6,7,2.905,Business and Finance,Entrepreneurship
S04917,25,Female,20,Visual,18,No,65,56,54,Yes,Low,0,6,2.915,Health Sciences,Pharmacy
S04918,24,Male,32,Reading/Writing,20,Yes,87,56,71,Yes,High,13,6,3.415,Engineering,Electrical
S04919,21,Male,9,Auditory,17,No,84,58,91,Yes,Medium,9,10,3.62,Health Sciences,Pharmacy
,,Female,33,,18,No,69,,,No,High,,,1.035,Health Sciences,Nursing
S04921,20,Male,24,Reading/Writing,1,No,69,75,70,Yes,Medium,19,6,3.61,Health Sciences,Nursing
S04922,29,Female,38,Auditory,15,Yes,64,85,94,Yes,Low,28,5,4.025,Business and Finance,Business Administration
S04923,29,Female,6,Visual,10,No,68,46,58,Yes,Low,13,7,2.75,Engineering,Computer
S04924,27,Female,12,Visual,13,Yes,94,55,67,Yes,Low,16,7,3.455,Engineering,Computer
S04925,18,Male,9,Visual,9,No,65,75,85,No,Low,14,6,3.7,Health Sciences,Pharmacy
S04926,23,Male,20,Reading/Writing,16,Yes,88,53,53,Yes,Low,23,8,3.175,Business and Finance,Entrepreneurship
S04927,21,Male,21,Kinesthetic,17,Yes,74,84,81,Yes,Medium,18,8,4.02,Engineering,Electrical
S04928,19,Male,5,Visual,4,Yes,94,91,71,Yes,High,17,5,4.395,Health Sciences,Medical Technology
S04929,18,Male,9,Kinesthetic,13,No,58,81,52,No,High,3,7,3.415,Business and Finance,Accountancy
S04930,23,Female,34,Reading/Writing,19,No,100,42,89,Yes,Medium,1,4,3.44,Health Sciences,Nursing
S04931,24,Female,22,Visual,7,Yes,89,82,55,Yes,Medium,21,8,3.935,Engineering,Mechanical
S04932,28,Male,14,Auditory,20,No,94,71,78,Yes,Medium,24,7,3.965,Engineering,Mechanical
S04933,23,Male,23,Auditory,4,No,67,84,78,Yes,Low,21,9,3.885,Engineering,Electrical
S04934,19,Male,35,Visual,14,No,86,46,62,No,Medium,23,8,3.06,Engineering,Electronic
S04935,22,Male,12,Kinesthetic,8,Yes,77,74,76,Yes,Medium,6,7,3.765,Health Sciences,Public Health
S04936,23,Male,43,Reading/Writing,16,Yes,88,70,100,Yes,Medium,0,4,4.07,Business and Finance,Business Administration
S04937,25,Male,49,Auditory,12,No,57,51,82,No,Medium,9,8,2.95,Business and Finance,Entrepreneurship
S04938,25,Other,36,Kinesthetic,18,Yes,97,78,57,Yes,Low,25,6,3.975,Engineering,Mechanical
S04939,21,Male,40,Visual,5,No,89,59,80,Yes,High,19,5,3.61,Health Sciences,Medical Technology
S04940,20,Male,47,Auditory,3,No,63,46,52,No,High,23,10,2.615,Health Sciences,Medical Technology
S04941,25,Male,34,Reading/Writing,8,Yes,51,49,86,Yes,High,10,5,2.85,Business and Finance,Entrepreneurship
S04942,28,Male,42,Auditory,10,Yes,77,92,97,Yes,High,8,7,4.425,Health Sciences,Medical Technology
,27,,23,,,,65,,98,No,,,7,1.955,Health Sciences,Pharmacy
S04944,29,Male,40,Auditory,18,Yes,65,60,77,Yes,Low,14,9,3.245,Health Sciences,Pharmacy
S04945,26,Male,41,Visual,5,No,65,96,87,Yes,Medium,8,6,4.245,Engineering,Computer
S04946,20,Male,27,Reading/Writing,9,Yes,93,45,85,Yes,High,16,10,3.37,Business and Finance,Business Administration
S04947,28,Male,29,Reading/Writing,14,No,74,60,84,Yes,High,13,5,3.45,Health Sciences,Nursing
,,Male,,,,Yes,,,,,,20,,0,Engineering,Mechanical
