,Age,Gender,StudyHrs,Learning_Style,Courses_Comp,Discuss_Part,AssignRate,Exam_Score(%),AttendRate,TechUse,StressLevel,SocMediaHrs,SleepHrs,Equiv_Grade,College,Degree_Program
4265,23.0,Female,24.0,Auditory,17.0,No,88.0,95.0,65.0,Yes,Medium,17.0,5.0,4.345,Engineering,Electrical
4266,26.0,Male,25.0,Auditory,1.0,Yes,65.0,44.0,74.0,Yes,Medium,5.0,6.0,2.815,Business and Finance,Business Administration
4267,26.0,Male,17.0,Visual,2.0,No,88.0,87.0,95.0,No,Low,3.0,9.0,4.445,Health Sciences,Medical Technology
4268,27.0,Male,24.0,Kinesthetic,1.0,Yes,96.0,59.0,80.0,No,Medium,20.0,6.0,3.715,Health Sciences,Medical Technology
4270,26.0,Female,29.0,Reading/Writing,10.0,Yes,86.0,62.0,86.0,Yes,Medium,14.0,8.0,3.7,Health Sciences,Pharmacy
4271,29.0,Female,44.0,Visual,19.0,No,81.0,88.0,85.0,Yes,High,19.0,6.0,4.265,Engineering,Electronic
4272,21.0,Male,14.0,Visual,4.0,Yes,76.0,99.0,62.0,No,High,21.0,10.0,4.235,Engineering,Computer
4273,25.0,Male,43.0,Auditory,7.0,Yes,81.0,51.0,93.0,No,High,23.0,7.0,3.42,Engineering,Electronic
4274,24.0,Female,39.0,Reading/Writing,5.0,Yes,70.0,62.0,91.0,No,Medium,10.0,7.0,3.51,Engineering,Computer
4275,24.0,Male,33.0,Auditory,11.0,No,67.0,98.0,78.0,Yes,Medium,16.0,10.0,4.235,Engineering,Mechanical
4276,29.0,Female,48.0,Auditory,8.0,Yes,93.0,70.0,98.0,No,Low,30.0,9.0,4.125,Health Sciences,Medical Technology
4277,26.0,Female,9.0,Reading/Writing,18.0,No,53.0,72.0,93.0,Yes,High,22.0,5.0,3.525,Health Sciences,Nursing
4278,29.0,Female,8.0,Kinesthetic,19.0,Yes,68.0,55.0,67.0,No,Medium,12.0,7.0,3.065,Health Sciences,Public Health
4279,28.0,Female,25.0,Kinesthetic,4.0,Yes,76.0,98.0,66.0,Yes,Medium,20.0,4.0,4.25,Health Sciences,Nursing
4280,23.0,Male,19.0,Reading/Writing,3.0,No,52.0,81.0,54.0,Yes,Medium,26.0,6.0,3.345,Health Sciences,Public Health
4281,20.0,Female,47.0,Auditory,14.0,No,51.0,42.0,96.0,Yes,High,28.0,6.0,2.775,Health Sciences,Medical Technology
4282,25.0,Male,6.0,Visual,4.0,Yes,77.0,94.0,90.0,Yes,Low,19.0,8.0,4.405,Business and Finance,Entrepreneurship
4283,26.0,Female,22.0,Visual,18.0,No,91.0,71.0,92.0,Yes,High,28.0,5.0,4.06,Health Sciences,Medical Technology
4284,28.0,Female,39.0,Reading/Writing,1.0,Yes,50.0,45.0,50.0,No,Low,28.0,8.0,2.375,Health Sciences,Public Health
4285,27.0,Male,18.0,Visual,12.0,No,96.0,70.0,93.0,Yes,Medium,18.0,7.0,4.12,Health Sciences,Pharmacy
4286,21.0,Female,31.0,Visual,20.0,No,76.0,45.0,51.0,Yes,High,25.0,4.0,2.775,Business and Finance,Accountancy
4287,27.0,Male,22.0,Visual,0.0,No,73.0,58.0,89.0,No,Medium,26.0,4.0,3.435,Business and Finance,Business Administration
4288,19.0,Male,49.0,Kinesthetic,16.0,Yes,53.0,61.0,99.0,Yes,High,12.0,7.0,3.31,Engineering,Electronic
4289,18.0,Female,41.0,Auditory,13.0,No,78.0,50.0,100.0,Yes,Medium,18.0,6.0,3.42,Health Sciences,Medical Technology
4290,28.0,Other,13.0,Auditory,5.0,Yes,86.0,67.0,61.0,Yes,Medium,27.0,8.0,3.575,Health Sciences,Public Health
4291,21.0,Female,32.0,Visual,9.0,No,99.0,81.0,80.0,No,Medium,20.0,6.0,4.31,Engineering,Electronic
4292,18.0,Female,48.0,Visual,18.0,No,58.0,47.0,72.0,Yes,Medium,4.0,6.0,2.765,Engineering,Computer
4293,18.0,Male,15.0,Reading/Writing,8.0,No,96.0,71.0,80.0,Yes,Medium,3.0,8.0,4.015,Engineering,Electrical
4294,19.0,Female,22.0,Reading/Writing,16.0,Yes,70.0,47.0,58.0,Yes,Medium,2.0,10.0,2.805,Business and Finance,Business Administration
4295,29.0,Female,27.0,Reading/Writing,10.0,No,80.0,40.0,67.0,Yes,High,16.0,4.0,2.87,Engineering,Electronic
4296,28.0,Female,42.0,Reading/Writing,19.0,No,58.0,78.0,65.0,Yes,Medium,13.0,7.0,3.47,Business and Finance,Business Administration
4297,27.0,Male,37.0,Visual,17.0,No,66.0,76.0,60.0,Yes,High,1.0,6.0,3.49,Business and Finance,Economics
4298,29.0,Male,25.0,Auditory,20.0,No,55.0,40.0,59.0,Yes,High,23.0,10.0,2.415,Health Sciences,Nursing
4299,26.0,Female,37.0,Auditory,12.0,Yes,97.0,40.0,96.0,Yes,Low,18.0,4.0,3.415,Business and Finance,Accountancy
4300,26.0,Male,11.0,Auditory,13.0,Yes,76.0,75.0,81.0,Yes,Medium,8.0,7.0,3.825,Health Sciences,Pharmacy
4301,23.0,Male,25.0,Auditory,19.0,Yes,86.0,54.0,59.0,Yes,Medium,4.0,5.0,3.23,Business and Finance,Entrepreneurship
4302,22.0,Female,22.0,Auditory,14.0,Yes,83.0,47.0,59.0,Yes,High,10.0,4.0,3.01,Health Sciences,Public Health
4303,28.0,Female,30.0,Auditory,8.0,No,55.0,78.0,80.0,Yes,Medium,27.0,5.0,3.575,Engineering,Electronic
4304,18.0,Female,29.0,Reading/Writing,2.0,Yes,65.0,91.0,76.0,No,Medium,19.0,7.0,4.01,Business and Finance,Accountancy
4305,27.0,Male,22.0,Visual,17.0,No,66.0,83.0,70.0,Yes,Medium,6.0,6.0,3.765,Engineering,Computer
4306,25.0,Female,23.0,Reading/Writing,9.0,No,54.0,63.0,78.0,Yes,High,28.0,4.0,3.165,Health Sciences,Public Health
4307,29.0,Female,22.0,Auditory,13.0,Yes,76.0,98.0,99.0,Yes,Medium,10.0,8.0,4.58,Engineering,Electronic
4308,19.0,Male,21.0,Auditory,4.0,No,58.0,89.0,97.0,Yes,Medium,10.0,9.0,4.065,Engineering,Electrical
4309,22.0,Male,28.0,Kinesthetic,0.0,Yes,54.0,43.0,85.0,No,High,23.0,9.0,2.735,Business and Finance,Economics
4310,20.0,Female,39.0,Kinesthetic,3.0,Yes,82.0,90.0,68.0,Yes,Medium,29.0,10.0,4.16,Engineering,Electrical
4311,19.0,Female,19.0,Kinesthetic,7.0,Yes,67.0,46.0,93.0,Yes,Medium,13.0,7.0,3.085,Health Sciences,Nursing
4312,25.0,Female,7.0,Reading/Writing,19.0,Yes,54.0,91.0,83.0,Yes,Medium,5.0,4.0,3.915,Engineering,Electrical
4313,19.0,Female,18.0,Reading/Writing,19.0,Yes,58.0,83.0,66.0,No,Low,29.0,6.0,3.605,Business and Finance,Business Administration
4314,21.0,Male,37.0,Reading/Writing,0.0,Yes,57.0,65.0,98.0,Yes,Medium,16.0,4.0,3.46,Business and Finance,Accountancy
4315,27.0,Female,14.0,Auditory,18.0,Yes,72.0,85.0,87.0,Yes,Low,6.0,8.0,4.075,Health Sciences,Medical Technology
4316,27.0,Female,46.0,Auditory,12.0,Yes,81.0,97.0,94.0,Yes,Medium,11.0,6.0,4.58,Health Sciences,Pharmacy
4317,21.0,Male,41.0,Auditory,8.0,No,68.0,60.0,60.0,Yes,Medium,9.0,6.0,3.12,Health Sciences,Pharmacy
4318,24.0,Female,38.0,Auditory,8.0,Yes,83.0,84.0,86.0,No,Low,26.0,7.0,4.205,Business and Finance,Entrepreneurship
4319,23.0,Male,30.0,Kinesthetic,3.0,No,100.0,75.0,96.0,Yes,Medium,8.0,6.0,4.335,Engineering,Electronic
4320,29.0,Female,31.0,Visual,12.0,Yes,50.0,85.0,87.0,Yes,Medium,18.0,6.0,3.745,Business and Finance,Economics
4322,20.0,Female,10.0,Visual,17.0,No,87.0,45.0,74.0,No,Low,14.0,7.0,3.17,Business and Finance,Business Administration
4323,21.0,Female,13.0,Reading/Writing,12.0,Yes,88.0,45.0,86.0,Yes,Medium,25.0,9.0,3.305,Engineering,Electronic
4324,27.0,Other,40.0,Kinesthetic,20.0,No,83.0,67.0,59.0,Yes,Medium,9.0,10.0,3.51,Business and Finance,Business Administration
4325,26.0,Male,22.0,Reading/Writing,9.0,No,61.0,48.0,50.0,Yes,Medium,15.0,8.0,2.615,Health Sciences,Medical Technology
4326,23.0,Female,48.0,Visual,15.0,Yes,66.0,98.0,51.0,Yes,Medium,15.0,6.0,3.95,Engineering,Electronic
4327,29.0,Male,44.0,Reading/Writing,7.0,No,93.0,60.0,99.0,No,Low,3.0,10.0,3.885,Business and Finance,Economics
4328,28.0,Male,20.0,Reading/Writing,1.0,No,98.0,67.0,85.0,Yes,Medium,17.0,9.0,3.995,Business and Finance,Economics
4329,22.0,Female,19.0,Kinesthetic,15.0,Yes,77.0,79.0,87.0,No,Medium,30.0,6.0,4.0,Engineering,Electrical
4330,21.0,Male,9.0,Auditory,18.0,No,88.0,89.0,68.0,No,Medium,17.0,6.0,4.225,Business and Finance,Accountancy
4331,25.0,Male,42.0,Reading/Writing,17.0,Yes,56.0,94.0,65.0,No,High,1.0,8.0,3.84,Health Sciences,Nursing
4332,27.0,Female,38.0,Kinesthetic,4.0,Yes,75.0,54.0,86.0,Yes,Low,29.0,8.0,3.335,Business and Finance,Economics
4333,20.0,Male,9.0,Reading/Writing,1.0,No,98.0,74.0,89.0,Yes,Low,26.0,5.0,4.21,Health Sciences,Public Health
4334,26.0,Female,47.0,Auditory,11.0,No,61.0,96.0,59.0,No,Medium,3.0,5.0,3.905,Health Sciences,Pharmacy
4335,21.0,Female,17.0,Auditory,4.0,Yes,88.0,68.0,66.0,Yes,High,5.0,7.0,3.68,Engineering,Mechanical
4336,21.0,Female,28.0,Kinesthetic,1.0,No,67.0,91.0,80.0,No,Low,16.0,9.0,4.08,Business and Finance,Economics
4337,23.0,Female,37.0,Reading/Writing,4.0,Yes,53.0,90.0,94.0,Yes,Low,11.0,8.0,3.985,Business and Finance,Accountancy
4338,28.0,Female,15.0,Auditory,6.0,No,93.0,57.0,54.0,Yes,Medium,2.0,10.0,3.36,Business and Finance,Economics
4339,24.0,Female,18.0,Auditory,13.0,Yes,96.0,67.0,93.0,Yes,Medium,12.0,7.0,4.045,Engineering,Computer
4340,24.0,Female,28.0,Reading/Writing,15.0,Yes,53.0,92.0,94.0,No,Low,30.0,6.0,4.035,Engineering,Electrical
4341,19.0,Male,12.0,Reading/Writing,19.0,Yes,88.0,96.0,89.0,No,Low,16.0,6.0,4.61,Business and Finance,Business Administration
4342,24.0,Male,32.0,Auditory,9.0,No,87.0,73.0,92.0,Yes,Medium,0.0,10.0,4.05,Engineering,Electronic
4343,23.0,Male,39.0,Kinesthetic,8.0,Yes,82.0,49.0,60.0,Yes,High,21.0,5.0,3.055,Engineering,Electrical
4344,29.0,Male,13.0,Kinesthetic,10.0,Yes,95.0,67.0,66.0,Yes,Low,2.0,8.0,3.76,Business and Finance,Accountancy
4345,21.0,Female,29.0,Reading/Writing,17.0,No,55.0,42.0,60.0,Yes,Medium,12.0,6.0,2.475,Health Sciences,Medical Technology
4346,20.0,Male,41.0,Visual,15.0,No,53.0,67.0,78.0,Yes,Low,29.0,4.0,3.25,Engineering,Electronic
4347,27.0,Male,27.0,Reading/Writing,1.0,No,67.0,58.0,59.0,No,Medium,21.0,8.0,3.045,Engineering,Computer
4348,25.0,Female,7.0,Visual,16.0,Yes,65.0,77.0,98.0,No,Low,17.0,4.0,3.88,Business and Finance,Economics
4349,28.0,Female,6.0,Kinesthetic,10.0,Yes,93.0,99.0,64.0,No,Medium,28.0,4.0,4.51,Health Sciences,Public Health
4350,25.0,Female,36.0,Auditory,12.0,Yes,66.0,47.0,53.0,Yes,Medium,10.0,10.0,2.695,Engineering,Electronic
4351,24.0,Female,19.0,Auditory,1.0,No,66.0,72.0,96.0,No,Medium,25.0,7.0,3.75,Engineering,Electronic
4352,22.0,Male,44.0,Auditory,9.0,No,78.0,53.0,58.0,No,Low,6.0,5.0,3.075,Engineering,Electronic
4353,29.0,Male,11.0,Kinesthetic,5.0,Yes,60.0,44.0,85.0,Yes,Medium,24.0,10.0,2.85,Engineering,Mechanical
4354,18.0,Female,32.0,Kinesthetic,7.0,Yes,59.0,80.0,68.0,No,Medium,21.0,5.0,3.565,Engineering,Computer
4355,18.0,Male,33.0,Auditory,8.0,Yes,65.0,100.0,57.0,Yes,Medium,25.0,8.0,4.045,Engineering,Computer
4356,26.0,Female,49.0,Visual,19.0,No,83.0,82.0,54.0,Yes,Low,0.0,10.0,3.835,Business and Finance,Business Administration
4357,22.0,Female,41.0,Kinesthetic,3.0,Yes,68.0,40.0,57.0,Yes,Medium,26.0,7.0,2.59,Engineering,Electrical
4358,29.0,Female,23.0,Auditory,16.0,No,52.0,91.0,77.0,Yes,Low,19.0,9.0,3.825,Engineering,Computer
4359,22.0,Female,42.0,Kinesthetic,4.0,Yes,91.0,93.0,90.0,Yes,Low,30.0,5.0,4.59,Health Sciences,Pharmacy
4360,20.0,Female,5.0,Visual,8.0,Yes,84.0,46.0,97.0,No,High,12.0,6.0,3.38,Health Sciences,Public Health
4361,25.0,Male,13.0,Visual,16.0,No,62.0,42.0,78.0,No,Medium,12.0,10.0,2.76,Engineering,Computer
4362,20.0,Female,47.0,Auditory,6.0,No,66.0,55.0,82.0,Yes,High,7.0,6.0,3.185,Business and Finance,Business Administration
4363,26.0,Male,5.0,Kinesthetic,15.0,No,55.0,90.0,61.0,Yes,High,25.0,10.0,3.685,Health Sciences,Public Health
4364,25.0,Male,27.0,Visual,16.0,No,88.0,84.0,75.0,Yes,Medium,8.0,9.0,4.17,Engineering,Computer
4365,21.0,Male,45.0,Auditory,4.0,Yes,86.0,79.0,93.0,Yes,Low,29.0,4.0,4.195,Business and Finance,Accountancy
4366,26.0,Male,42.0,Kinesthetic,13.0,No,54.0,67.0,54.0,No,Medium,0.0,10.0,3.025,Business and Finance,Accountancy
4367,22.0,Male,31.0,Auditory,13.0,No,96.0,96.0,61.0,Yes,Medium,28.0,6.0,4.45,Engineering,Computer
4368,23.0,Female,15.0,Visual,18.0,Yes,97.0,93.0,54.0,Yes,Medium,29.0,10.0,4.32,Engineering,Mechanical
4369,20.0,Male,18.0,Visual,3.0,Yes,54.0,58.0,100.0,Yes,Low,18.0,6.0,3.26,Health Sciences,Nursing
4370,25.0,Male,9.0,Kinesthetic,3.0,No,70.0,83.0,61.0,Yes,Low,27.0,8.0,3.735,Health Sciences,Pharmacy
4371,28.0,Male,5.0,Auditory,14.0,Yes,60.0,52.0,77.0,No,Medium,15.0,9.0,2.97,Health Sciences,Nursing
4372,24.0,Male,34.0,Auditory,4.0,Yes,90.0,77.0,59.0,Yes,Medium,13.0,4.0,3.865,Business and Finance,Business Administration
4373,28.0,Female,32.0,Auditory,7.0,Yes,50.0,79.0,97.0,Yes,Medium,17.0,10.0,3.695,Business and Finance,Entrepreneurship
4374,24.0,Female,29.0,Visual,20.0,No,87.0,56.0,100.0,Yes,Medium,29.0,6.0,3.705,Business and Finance,Accountancy
4375,22.0,Male,42.0,Kinesthetic,14.0,Yes,64.0,48.0,57.0,Yes,Medium,25.0,8.0,2.73,Health Sciences,Medical Technology
4376,27.0,Male,33.0,Visual,11.0,Yes,68.0,60.0,82.0,No,Medium,15.0,8.0,3.34,Health Sciences,Pharmacy
4377,29.0,Male,42.0,Auditory,9.0,Yes,60.0,83.0,82.0,No,Medium,2.0,5.0,3.795,Business and Finance,Accountancy
4378,24.0,Female,23.0,Kinesthetic,14.0,No,95.0,99.0,83.0,No,Low,15.0,8.0,4.73,Business and Finance,Accountancy
4379,19.0,Female,39.0,Reading/Writing,1.0,No,99.0,76.0,69.0,No,Low,23.0,10.0,4.075,Engineering,Electrical
4380,25.0,Female,43.0,Reading/Writing,14.0,No,62.0,99.0,68.0,No,Medium,2.0,6.0,4.085,Engineering,Electrical
4382,19.0,Male,26.0,Visual,0.0,No,98.0,52.0,97.0,No,Medium,0.0,4.0,3.74,Business and Finance,Accountancy
4383,21.0,Male,49.0,Reading/Writing,16.0,No,92.0,100.0,51.0,Yes,Low,15.0,8.0,4.39,Engineering,Electrical
4384,20.0,Male,8.0,Reading/Writing,18.0,No,77.0,94.0,89.0,Yes,Medium,10.0,8.0,4.395,Engineering,Computer
4385,29.0,Male,43.0,Kinesthetic,3.0,Yes,96.0,51.0,78.0,No,High,19.0,8.0,3.495,Business and Finance,Entrepreneurship
4387,21.0,Female,11.0,Reading/Writing,4.0,No,76.0,41.0,68.0,Yes,Low,19.0,4.0,2.845,Business and Finance,Entrepreneurship
4388,18.0,Female,47.0,Auditory,20.0,No,95.0,84.0,62.0,Yes,Low,29.0,10.0,4.145,Business and Finance,Accountancy
4389,25.0,Female,45.0,Visual,2.0,No,96.0,98.0,50.0,Yes,Medium,23.0,9.0,4.39,Health Sciences,Public Health
4390,27.0,Male,30.0,Reading/Writing,6.0,No,98.0,70.0,55.0,Yes,Medium,23.0,6.0,3.77,Business and Finance,Entrepreneurship
4391,28.0,Female,22.0,Kinesthetic,10.0,Yes,78.0,100.0,97.0,Yes,High,28.0,7.0,4.64,Engineering,Mechanical
4392,24.0,Female,10.0,Reading/Writing,8.0,Yes,96.0,75.0,94.0,Yes,Medium,26.0,4.0,4.255,Engineering,Electrical
4393,26.0,Female,22.0,Auditory,7.0,Yes,95.0,86.0,60.0,Yes,Medium,14.0,10.0,4.175,Health Sciences,Public Health
4394,25.0,Female,43.0,Reading/Writing,8.0,Yes,89.0,73.0,64.0,Yes,High,2.0,7.0,3.8,Business and Finance,Accountancy
4395,23.0,Female,27.0,Reading/Writing,18.0,No,72.0,40.0,53.0,Yes,Medium,14.0,7.0,2.61,Health Sciences,Pharmacy
4396,25.0,Male,35.0,Auditory,17.0,Yes,63.0,96.0,66.0,Yes,Low,2.0,4.0,4.005,Engineering,Computer
4397,26.0,Female,33.0,Auditory,15.0,No,57.0,60.0,92.0,Yes,Low,28.0,10.0,3.275,Health Sciences,Public Health
4398,29.0,Female,35.0,Visual,10.0,Yes,81.0,67.0,50.0,Yes,High,26.0,10.0,3.39,Health Sciences,Pharmacy
4399,22.0,Male,42.0,Reading/Writing,10.0,No,53.0,61.0,96.0,Yes,High,13.0,7.0,3.28,Health Sciences,Public Health
4400,19.0,Female,21.0,Auditory,4.0,No,63.0,74.0,60.0,Yes,Medium,22.0,8.0,3.395,Engineering,Mechanical
4401,29.0,Male,36.0,Visual,8.0,No,85.0,66.0,92.0,Yes,Medium,0.0,8.0,3.845,Health Sciences,Medical Technology
4402,21.0,Male,31.0,Auditory,4.0,Yes,100.0,85.0,78.0,Yes,High,6.0,9.0,4.405,Engineering,Mechanical
4403,19.0,Male,45.0,Reading/Writing,7.0,No,80.0,71.0,86.0,Yes,Medium,17.0,5.0,3.835,Business and Finance,Entrepreneurship
4404,28.0,Female,30.0,Reading/Writing,1.0,Yes,58.0,75.0,53.0,Yes,Low,0.0,6.0,3.275,Health Sciences,Nursing
4405,19.0,Male,14.0,Reading/Writing,18.0,No,95.0,65.0,94.0,Yes,High,22.0,7.0,3.99,Business and Finance,Economics
4406,26.0,Male,21.0,Auditory,10.0,No,83.0,98.0,91.0,No,Medium,14.0,8.0,4.605,Health Sciences,Pharmacy
4407,20.0,Female,40.0,Auditory,12.0,No,70.0,99.0,54.0,No,Medium,18.0,9.0,4.065,Health Sciences,Nursing
4408,26.0,Female,28.0,Reading/Writing,14.0,Yes,72.0,42.0,54.0,Yes,Medium,26.0,4.0,2.67,Health Sciences,Pharmacy
4409,18.0,Female,12.0,Auditory,9.0,Yes,82.0,41.0,59.0,No,Medium,26.0,7.0,2.845,Health Sciences,Medical Technology
4410,25.0,Male,7.0,Visual,18.0,Yes,87.0,94.0,67.0,Yes,Medium,20.0,7.0,4.325,Engineering,Mechanical
4411,18.0,Female,40.0,Kinesthetic,16.0,Yes,76.0,70.0,99.0,Yes,Low,9.0,10.0,3.88,Health Sciences,Nursing
4412,23.0,Female,32.0,Auditory,4.0,Yes,82.0,69.0,85.0,Yes,Low,5.0,4.0,3.805,Business and Finance,Accountancy
4413,24.0,Female,22.0,Visual,14.0,Yes,97.0,90.0,61.0,Yes,Medium,24.0,6.0,4.315,Business and Finance,Business Administration
4414,19.0,Female,46.0,Kinesthetic,20.0,Yes,64.0,70.0,74.0,Yes,Low,14.0,4.0,3.45,Business and Finance,Business Administration
4415,23.0,Male,5.0,Reading/Writing,9.0,Yes,73.0,96.0,73.0,Yes,Medium,12.0,10.0,4.225,Health Sciences,Public Health
4416,19.0,Male,9.0,Reading/Writing,2.0,Yes,73.0,85.0,92.0,No,Medium,30.0,10.0,4.14,Business and Finance,Entrepreneurship
4417,23.0,Male,7.0,Auditory,6.0,Yes,62.0,59.0,69.0,Yes,Low,15.0,4.0,3.095,Business and Finance,Accountancy
4418,18.0,Male,22.0,Kinesthetic,2.0,Yes,86.0,47.0,70.0,Yes,High,28.0,8.0,3.165,Engineering,Electronic
4419,26.0,Male,45.0,Reading/Writing,6.0,No,80.0,70.0,83.0,Yes,High,12.0,5.0,3.78,Health Sciences,Nursing
4420,29.0,Male,12.0,Kinesthetic,14.0,No,58.0,41.0,89.0,Yes,Medium,2.0,9.0,2.785,Business and Finance,Business Administration
4421,23.0,Male,32.0,Kinesthetic,16.0,Yes,89.0,41.0,64.0,Yes,Medium,6.0,5.0,3.0,Health Sciences,Pharmacy
4422,26.0,Male,24.0,Kinesthetic,6.0,Yes,95.0,100.0,51.0,Yes,Medium,8.0,7.0,4.435,Business and Finance,Entrepreneurship
4424,22.0,Male,32.0,Reading/Writing,7.0,No,82.0,50.0,69.0,Yes,Medium,17.0,4.0,3.17,Engineering,Computer
4425,21.0,Female,29.0,Visual,3.0,Yes,58.0,67.0,75.0,Yes,High,0.0,10.0,3.295,Engineering,Computer
4426,23.0,Male,37.0,Visual,13.0,No,94.0,71.0,89.0,Yes,Low,24.0,8.0,4.075,Business and Finance,Accountancy
4427,22.0,Female,49.0,Reading/Writing,9.0,Yes,82.0,81.0,65.0,No,Medium,27.0,7.0,3.905,Health Sciences,Nursing
4428,29.0,Female,20.0,Kinesthetic,19.0,No,78.0,97.0,87.0,Yes,Medium,23.0,7.0,4.465,Health Sciences,Public Health
4429,29.0,Male,36.0,Auditory,11.0,Yes,51.0,95.0,64.0,Yes,Low,27.0,9.0,3.78,Health Sciences,Public Health
4430,24.0,Female,14.0,Kinesthetic,5.0,No,81.0,98.0,68.0,No,Medium,19.0,6.0,4.345,Engineering,Electrical
4431,28.0,Male,23.0,Reading/Writing,14.0,Yes,53.0,64.0,80.0,Yes,High,6.0,9.0,3.195,Health Sciences,Nursing
4432,22.0,Female,49.0,Auditory,1.0,No,76.0,85.0,77.0,Yes,High,23.0,8.0,4.035,Engineering,Electrical
4433,29.0,Male,17.0,Kinesthetic,16.0,Yes,69.0,46.0,88.0,Yes,Medium,18.0,5.0,3.065,Business and Finance,Accountancy
4434,27.0,Female,32.0,Auditory,11.0,No,85.0,97.0,60.0,No,Medium,11.0,4.0,4.3,Business and Finance,Accountancy
4435,29.0,Female,24.0,Visual,7.0,Yes,66.0,90.0,89.0,Yes,Low,20.0,7.0,4.13,Health Sciences,Public Health
4436,25.0,Female,33.0,Visual,10.0,No,99.0,65.0,50.0,Yes,Medium,1.0,9.0,3.61,Business and Finance,Business Administration
4437,21.0,Male,34.0,Reading/Writing,11.0,Yes,86.0,45.0,89.0,No,Medium,7.0,5.0,3.305,Business and Finance,Business Administration
4438,21.0,Male,31.0,Auditory,5.0,No,97.0,74.0,86.0,Yes,Medium,21.0,6.0,4.165,Engineering,Electronic
4439,19.0,Male,14.0,Visual,1.0,Yes,60.0,41.0,82.0,Yes,Medium,9.0,6.0,2.745,Engineering,Mechanical
4440,29.0,Female,35.0,Kinesthetic,0.0,No,59.0,82.0,57.0,No,Medium,17.0,6.0,3.505,Engineering,Electronic
4441,26.0,Male,36.0,Auditory,12.0,Yes,81.0,89.0,97.0,No,High,17.0,10.0,4.41,Health Sciences,Public Health
4443,25.0,Male,39.0,Visual,19.0,No,80.0,58.0,67.0,Yes,Medium,0.0,5.0,3.32,Health Sciences,Public Health
4444,28.0,Male,22.0,Reading/Writing,11.0,No,96.0,75.0,83.0,Yes,Medium,3.0,7.0,4.145,Engineering,Electrical
4445,21.0,Male,18.0,Kinesthetic,5.0,Yes,64.0,95.0,96.0,Yes,Medium,3.0,4.0,4.295,Health Sciences,Pharmacy
4446,29.0,Female,33.0,Auditory,16.0,No,90.0,99.0,93.0,Yes,Medium,16.0,6.0,4.755,Health Sciences,Public Health
4447,21.0,Male,16.0,Kinesthetic,0.0,Yes,82.0,45.0,68.0,No,Low,25.0,10.0,3.035,Health Sciences,Nursing
4448,24.0,Female,38.0,Visual,8.0,No,51.0,44.0,93.0,Yes,Medium,3.0,8.0,2.795,Health Sciences,Medical Technology
4449,26.0,Male,19.0,Auditory,16.0,Yes,67.0,100.0,81.0,Yes,Medium,21.0,10.0,4.315,Engineering,Electrical
4450,23.0,Male,44.0,Visual,4.0,No,55.0,70.0,91.0,Yes,High,26.0,10.0,3.485,Business and Finance,Entrepreneurship
4451,19.0,Male,22.0,Auditory,20.0,Yes,68.0,72.0,96.0,Yes,Low,9.0,9.0,3.78,Business and Finance,Accountancy
4452,19.0,Male,24.0,Kinesthetic,17.0,Yes,60.0,41.0,65.0,Yes,Low,7.0,8.0,2.575,Health Sciences,Public Health
4453,26.0,Female,25.0,Reading/Writing,2.0,No,54.0,47.0,57.0,Yes,Medium,30.0,8.0,2.555,Health Sciences,Medical Technology
4454,18.0,Male,26.0,Kinesthetic,9.0,Yes,79.0,94.0,93.0,Yes,High,28.0,6.0,4.465,Engineering,Computer
4455,19.0,Female,23.0,Kinesthetic,4.0,No,83.0,68.0,80.0,No,Medium,23.0,9.0,3.745,Engineering,Electronic
4456,21.0,Male,19.0,Visual,20.0,No,79.0,55.0,68.0,No,Medium,22.0,7.0,3.24,Health Sciences,Medical Technology
4457,19.0,Male,13.0,Kinesthetic,18.0,No,97.0,70.0,76.0,Yes,Medium,7.0,10.0,3.965,Business and Finance,Accountancy
4458,23.0,Male,25.0,Visual,2.0,Yes,96.0,72.0,61.0,Yes,Low,0.0,4.0,3.85,Business and Finance,Entrepreneurship
4459,28.0,Female,29.0,Auditory,2.0,Yes,67.0,91.0,78.0,Yes,Medium,15.0,7.0,4.06,Business and Finance,Economics
4460,25.0,Female,9.0,Visual,16.0,Yes,93.0,92.0,84.0,No,Low,26.0,6.0,4.535,Health Sciences,Pharmacy
4461,18.0,Male,15.0,Auditory,7.0,Yes,87.0,64.0,74.0,No,Medium,0.0,6.0,3.645,Health Sciences,Pharmacy
4462,20.0,Other,28.0,Auditory,9.0,Yes,70.0,81.0,58.0,Yes,Low,16.0,8.0,3.655,Health Sciences,Pharmacy
4463,22.0,Male,39.0,Visual,19.0,Yes,91.0,79.0,89.0,Yes,High,28.0,9.0,4.23,Business and Finance,Entrepreneurship
4464,22.0,Male,37.0,Reading/Writing,1.0,Yes,78.0,77.0,70.0,Yes,High,14.0,7.0,3.795,Business and Finance,Business Administration
4465,20.0,Male,7.0,Auditory,3.0,Yes,76.0,82.0,72.0,No,Low,12.0,5.0,3.91,Health Sciences,Public Health
4466,18.0,Female,29.0,Visual,18.0,Yes,76.0,52.0,82.0,Yes,High,25.0,8.0,3.26,Health Sciences,Medical Technology
4467,20.0,Female,48.0,Kinesthetic,20.0,Yes,52.0,61.0,55.0,Yes,Low,28.0,8.0,2.855,Business and Finance,Accountancy
4468,25.0,Male,29.0,Auditory,17.0,Yes,77.0,43.0,60.0,No,High,1.0,8.0,2.83,Business and Finance,Accountancy
